Name,Sex,NOC,Year,Sport,Event,Medal,GDP,Population
Louis Hostin,M,FRA,1932,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold,N/A,N/A
John R. Huettner,M,USA,1932,Sailing,Sailing Mixed 8 metres,Gold,N/A,N/A
John Hughes,M,GBR,1932,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",Gold,N/A,N/A
Rudolf Ismayr,M,GER,1932,Weightlifting,Weightlifting Men's Middleweight,Gold,N/A,N/A
Volmari Fritijof Iso-Hollo (Hollo-),M,FIN,1932,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold,N/A,N/A
Sndor Ivdy,M,HUN,1932,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
Sayed Muhammad Jaffar,M,IND,1932,Hockey,Hockey Men's Hockey,Gold,N/A,N/A
Matti Henrikki Jrvinen,M,FIN,1932,Athletics,Athletics Men's Javelin Throw,Gold,N/A,N/A
"Burton Albert ""Burt"" Jastram",M,USA,1932,Rowing,Rowing Men's Coxed Eights,Gold,N/A,N/A
"Edward Francis ""Ed"" Jennings",M,USA,1932,Rowing,Rowing Men's Coxed Pairs,Gold,N/A,N/A
Ivar Valentin Johansson,M,SWE,1932,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold,N/A,N/A
Ivar Valentin Johansson,M,SWE,1932,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,N/A,N/A
Helen Eileen Johns (-Carroll),F,USA,1932,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,N/A,N/A
Fernand Jourdant,M,FRA,1932,Fencing,"Fencing Men's epee, Team",Gold,N/A,N/A
Andr Ren Jousseaum,M,FRA,1932,Equestrianism,"Equestrianism Men's Dressage, Team",Gold,N/A,N/A
Endre Kabos,M,HUN,1932,Fencing,"Fencing Men's Sabre, Team",Gold,N/A,N/A
Alajos Keser,M,HUN,1932,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
Ferenc Keser,M,HUN,1932,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
"Charles Mathias ""Charlie"" Kieffer",M,USA,1932,Rowing,Rowing Men's Coxed Pairs,Gold,N/A,N/A
"Robert Allan ""Bob"" Kiesel",M,USA,1932,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,N/A,N/A
Kuzuo Kitamura,M,JPN,1932,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,N/A,N/A
Masaji Kiyokawa,M,JPN,1932,Swimming,Swimming Men's 100 metres Backstroke,Gold,N/A,N/A
Jzef Klukowski,M,POL,1932,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",Gold,N/A,N/A
Vin Anselmi Kokkinen,M,FIN,1932,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,N/A,N/A
Janusz Tadeusz Kusociski,M,POL,1932,Athletics,"Athletics Men's 10,000 metres",Gold,N/A,N/A
Jacques Baptiste Lebrun,M,FRA,1932,Sailing,Sailing Mixed One Person Dinghy,Gold,N/A,N/A
Lauri Aleksanteri Lehtinen,M,FIN,1932,Athletics,"Athletics Men's 5,000 metres",Gold,N/A,N/A
Ren Alphonse Lemoine,M,FRA,1932,Fencing,"Fencing Men's Foil, Team",Gold,N/A,N/A
Mario Lertora,M,ITA,1932,Gymnastics,Gymnastics Men's Team All-Around,Gold,N/A,N/A
Franois Xavier Edmond Marie Lesage,M,FRA,1932,Equestrianism,"Equestrianism Men's Dressage, Individual",Gold,N/A,N/A
Franois Xavier Edmond Marie Lesage,M,FRA,1932,Equestrianism,"Equestrianism Men's Dressage, Team",Gold,N/A,N/A
"Andrew Jackson Libano, Jr.",M,USA,1932,Sailing,Sailing Mixed Two Person Keelboat,Gold,N/A,N/A
Santiago Alberto Lovell Birnes,M,ARG,1932,Boxing,Boxing Men's Heavyweight,Gold,N/A,N/A
Helene Emma Madison,F,USA,1932,Swimming,Swimming Women's 100 metres Freestyle,Gold,N/A,N/A
Helene Emma Madison,F,USA,1932,Swimming,Swimming Women's 400 metres Freestyle,Gold,N/A,N/A
Helene Emma Madison,F,USA,1932,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,N/A,N/A
Erik Malmberg,M,SWE,1932,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,N/A,N/A
Charles Lonce Pierre Marion,M,FRA,1932,Equestrianism,"Equestrianism Men's Dressage, Team",Gold,N/A,N/A
Gustavo Marzi,M,ITA,1932,Fencing,"Fencing Men's Foil, Individual",Gold,N/A,N/A
Josephine Eveline McKim (-Chalmers),F,USA,1932,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,N/A,N/A
Duncan Anderson McNaughton,M,CAN,1932,Athletics,Athletics Men's High Jump,Gold,N/A,N/A
Peter Joseph Mehringer,M,USA,1932,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold,N/A,N/A
Walter Meyer,M,GER,1932,Rowing,Rowing Men's Coxed Fours,Gold,N/A,N/A
"William Waring ""Bill"" Miller",M,USA,1932,Athletics,Athletics Men's Pole Vault,Gold,N/A,N/A
Masude Ali Khan Minhas,M,IND,1932,Hockey,Hockey Men's Hockey,Gold,N/A,N/A
Yasuji Miyazaki,M,JPN,1932,Swimming,Swimming Men's 100 metres Freestyle,Gold,N/A,N/A
Yasuji Miyazaki,M,JPN,1932,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,N/A,N/A
Pierre Montenot,M,FRA,1932,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",Gold,N/A,N/A
Richard Fulton Moore,M,USA,1932,Sailing,Sailing Mixed 8 metres,Gold,N/A,N/A
Alan C. Morgan,M,USA,1932,Sailing,Sailing Mixed 8 metres,Gold,N/A,N/A
"Lorenzo ""Renzo"" Morigi",M,ITA,1932,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold,N/A,N/A
Ellen S. Mller-Preis,F,AUT,1932,Fencing,"Fencing Women's Foil, Individual",Gold,N/A,N/A
"Kenneth ""Ken"" Myers",M,USA,1932,Rowing,Rowing Men's Double Sculls,Gold,N/A,N/A
Ern Nagy,M,HUN,1932,Fencing,"Fencing Men's Sabre, Team",Gold,N/A,N/A
Chuhei Nanbu,M,JPN,1932,Athletics,Athletics Men's Triple Jump,Gold,N/A,N/A
Jnos (James) Nmeth,M,HUN,1932,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
Romeo Neri,M,ITA,1932,Gymnastics,Gymnastics Men's Individual All-Around,Gold,N/A,N/A
Romeo Neri,M,ITA,1932,Gymnastics,Gymnastics Men's Team All-Around,Gold,N/A,N/A
Romeo Neri,M,ITA,1932,Gymnastics,Gymnastics Men's Parallel Bars,Gold,N/A,N/A
Carlheinz Neumann,M,GER,1932,Rowing,Rowing Men's Coxed Fours,Gold,N/A,N/A
Takeichi Nishi,M,JPN,1932,Equestrianism,"Equestrianism Men's Jumping, Individual",Gold,N/A,N/A
"Patrick ""Pat"" O'Callaghan",M,IRL,1932,Athletics,Athletics Men's Hammer Throw,Gold,N/A,N/A
Giuseppe Olmo,M,ITA,1932,Cycling,"Cycling Men's Road Race, Team",Gold,N/A,N/A
Johan Gabriel Oxenstierna af Korsholm och Wasa,M,SWE,1932,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold,N/A,N/A
Charles Bnoni Louis Pacme,M,FRA,1932,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,N/A,N/A
Charles Ferdinand Pahud de Mortanges,M,NED,1932,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Gold,N/A,N/A
Attilio Pavesi,M,ITA,1932,Cycling,"Cycling Men's Road Race, Individual",Gold,N/A,N/A
Attilio Pavesi,M,ITA,1932,Cycling,"Cycling Men's Road Race, Team",Gold,N/A,N/A
"Robert Edward ""Bob"" Pearce",M,USA,1932,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,N/A,N/A
"Henry Robert ""Bobby"" Pearce",M,AUS,1932,Rowing,Rowing Men's Single Sculls,Gold,N/A,N/A
Mario Paolo Pedretti,M,ITA,1932,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,N/A,N/A
Istvn Pelle,M,HUN,1932,Gymnastics,Gymnastics Men's Floor Exercise,Gold,N/A,N/A
Istvn Pelle,M,HUN,1932,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,N/A,N/A
Maurice Perrin,M,FRA,1932,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold,N/A,N/A
Attila Petschauer,M,HUN,1932,Fencing,"Fencing Men's Sabre, Team",Gold,N/A,N/A
"Herman Matinpoika ""Hermanni"" Pihlajamki",M,FIN,1932,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,N/A,N/A
Gyrgy Piller (Jekelfalussy-),M,HUN,1932,Fencing,"Fencing Men's Sabre, Individual",Gold,N/A,N/A
Gyrgy Piller (Jekelfalussy-),M,HUN,1932,Fencing,"Fencing Men's Sabre, Team",Gold,N/A,N/A
Broome Eric Pinniger,M,IND,1932,Hockey,Hockey Men's Hockey,Gold,N/A,N/A
Jean Piot,M,FRA,1932,Fencing,"Fencing Men's Foil, Team",Gold,N/A,N/A
Jean Piot,M,FRA,1932,Fencing,"Fencing Men's epee, Team",Gold,N/A,N/A
Dorothy Poynton-Hill (-Teuber),F,USA,1932,Diving,Diving Women's Platform,Gold,N/A,N/A
Johan Cornelius Richthoff,M,SWE,1932,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold,N/A,N/A
Carmelo Ambrosio Robledo,M,ARG,1932,Boxing,Boxing Men's Featherweight,Gold,N/A,N/A
Annette Joan Rogers (-Kelly),F,USA,1932,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,N/A,N/A
Bertil Vilhelm Rnnmark,M,SWE,1932,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold,N/A,N/A
George Helm Roth,M,USA,1932,Gymnastics,Gymnastics Men's Club Swinging,Gold,N/A,N/A
Jean Baptiste Marie Gustave Saack,M,FRA,1932,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",Gold,N/A,N/A
"George J. Saling, Jr.",M,USA,1932,Athletics,Athletics Men's 110 metres Hurdles,Gold,N/A,N/A
"Edwin Lyle ""Ed"" Salisbury",M,USA,1932,Rowing,Rowing Men's Coxed Eights,Gold,N/A,N/A
Mikls Srkny,M,HUN,1932,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
"Joseph Anthony ""Joe"" Schauers",M,USA,1932,Rowing,Rowing Men's Coxed Pairs,Gold,N/A,N/A
Bernard Jules Robert Schmetz,M,FRA,1932,Fencing,"Fencing Men's epee, Team",Gold,N/A,N/A
Franz Xaver Schmid,M,GER,1932,Alpinism,Alpinism Mixed Alpinism,Gold,N/A,N/A
"Anton ""Toni"" Schmid",M,GER,1932,Alpinism,Alpinism Mixed Alpinism,Gold,N/A,N/A
Guglielmo Segato,M,ITA,1932,Cycling,"Cycling Men's Road Race, Team",Gold,N/A,N/A
Leo Joseph Sexton,M,USA,1932,Athletics,Athletics Men's Shot Put,Gold,N/A,N/A
Jean Marie Shiley (-Newhouse),F,USA,1932,Athletics,Athletics Women's High Jump,Gold,N/A,N/A
Gurmit Singh Kullar,M,IND,1932,Hockey,Hockey Men's Hockey,Gold,N/A,N/A
Roop Singh Bais,M,IND,1932,Hockey,Hockey Men's Hockey,Gold,N/A,N/A
Jaroslav Skobla,M,TCH,1932,Weightlifting,Weightlifting Men's Heavyweight,Gold,N/A,N/A
Edwin Harold Smith,M,USA,1932,Diving,Diving Men's Platform,Gold,N/A,N/A
Joachim Spremberg,M,GER,1932,Rowing,Rowing Men's Coxed Fours,Gold,N/A,N/A
"Lawrence ""Laurie"" Stevens",M,RSA,1932,Boxing,Boxing Men's Lightweight,Gold,N/A,N/A
"William Patrick ""Pat"" Sullivan",M,IND,1932,Hockey,Hockey Men's Hockey,Gold,N/A,N/A
"Robert Mandel ""Bob"" Sutton",M,USA,1932,Sailing,Sailing Mixed 8 metres,Gold,N/A,N/A
Raymond Andr Marie Suvigny,M,FRA,1932,Weightlifting,Weightlifting Men's Featherweight,Gold,N/A,N/A
Johan Rudolf Svensson,M,SWE,1932,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold,N/A,N/A
Georges Charles Armand Tainturier,M,FRA,1932,Fencing,"Fencing Men's epee, Team",Gold,N/A,N/A
Carlyle Carrol Tapsell,M,IND,1932,Hockey,Hockey Men's Hockey,Gold,N/A,N/A
Earl Foster Thomson,M,USA,1932,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold,N/A,N/A
"Robert Morton Newburgh ""Bob"" Tisdall",M,IRL,1932,Athletics,Athletics Men's 400 metres Hurdles,Gold,N/A,N/A
Franco Tognini,M,ITA,1932,Gymnastics,Gymnastics Men's Team All-Around,Gold,N/A,N/A
"Thomas Edward ""Eddie"" Tolan, Jr.",M,USA,1932,Athletics,Athletics Men's 100 metres,Gold,N/A,N/A
"Thomas Edward ""Eddie"" Tolan, Jr.",M,USA,1932,Athletics,Athletics Men's 200 metres,Gold,N/A,N/A
Martin Emmett Toppino,M,USA,1932,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,N/A,N/A
Harold William Tower,M,USA,1932,Rowing,Rowing Men's Coxed Eights,Gold,N/A,N/A
Hisakichi Toyoda (-Minejima),M,JPN,1932,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,N/A,N/A
Yoshiyuki Tsuruta,M,JPN,1932,Swimming,Swimming Men's 200 metres Breaststroke,Gold,N/A,N/A
"Jacobus Johannes ""Jacques"" van Egmond",M,NED,1932,Cycling,Cycling Men's Sprint,Gold,N/A,N/A
Jack Francis VanBebber,M,USA,1932,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold,N/A,N/A
Jzsef Vrtesy (Vrbel-),M,HUN,1932,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
"Wilhelmina Catherine ""Billie"" von Bremen (-Asch)",F,USA,1932,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,N/A,N/A
"Stanisawa Walasiewicz (-Walsh, -Olson)",F,POL,1932,Athletics,Athletics Women's 100 metres,Gold,N/A,N/A
David August Wallin,M,SWE,1932,Art Competitions,"Art Competitions Mixed Painting, Paintings",Gold,N/A,N/A
Karl DeWitt Warner,M,USA,1932,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,N/A,N/A
Thomas Campbell Webster,M,USA,1932,Sailing,Sailing Mixed 8 metres,Gold,N/A,N/A
Carl Oscar Westergren,M,SWE,1932,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,N/A,N/A
Merrill Rowland Wolfe,M,USA,1932,Gymnastics,Gymnastics Men's Tumbling,Gold,N/A,N/A
Frank Clifford Wykoff,M,USA,1932,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,N/A,N/A
Takashi Yokoyama,M,JPN,1932,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,N/A,N/A
Mahonri Mackintosh Young,M,USA,1932,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",Gold,N/A,N/A
Masanori Yusa,M,JPN,1932,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,N/A,N/A
Juan Carlos Zabala Boyer,M,ARG,1932,Athletics,Athletics Men's Marathon,Gold,N/A,N/A
"Gordon Belgum ""Gordy"" Adam",M,USA,1936,Rowing,Rowing Men's Coxed Eights,Gold,N/A,N/A
Herbert Adamski,M,GER,1936,Rowing,Rowing Men's Coxed Pairs,Gold,N/A,N/A
Richard James Allen,M,IND,1936,Hockey,Hockey Men's Hockey,Gold,N/A,N/A
"Francis ""Frank"" Amyot",M,CAN,1936,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold,N/A,N/A
Manuel ngel Andrada,M,ARG,1936,Polo,Polo Men's Polo,Gold,N/A,N/A
Shigeo Arai,M,JPN,1936,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,N/A,N/A
Dieter Arend,M,GER,1936,Rowing,Rowing Men's Coxed Pairs,Gold,N/A,N/A
Giuseppe Baldo,M,ITA,1936,Football,Football Men's Football,Gold,N/A,N/A
"Samuel J. ""Sam"" Balter, Jr.",M,USA,1936,Basketball,Basketball Men's Basketball,Gold,N/A,N/A
Willy Bandholz,M,GER,1936,Handball,Handball Men's Handball,Gold,N/A,N/A
Anita Brwirth (-Hardekopf),F,GER,1936,Gymnastics,Gymnastics Women's Team All-Around,Gold,N/A,N/A
Fritz Bauer,M,GER,1936,Rowing,Rowing Men's Coxed Fours,Gold,N/A,N/A
Wilhelm Baumann,M,GER,1936,Handball,Handball Men's Handball,Gold,N/A,N/A
Franz Ernst Beckert,M,GER,1936,Gymnastics,Gymnastics Men's Team All-Around,Gold,N/A,N/A
Miles Aubrey Bellville,M,GBR,1936,Sailing,Sailing Mixed 6 metres,Gold,N/A,N/A
Tibor Berczelly (Berczeller-),M,HUN,1936,Fencing,"Fencing Men's Sabre, Team",Gold,N/A,N/A
Jack Beresford,M,GBR,1936,Rowing,Rowing Men's Double Sculls,Gold,N/A,N/A
Walter Helmut Berthold,M,GER,1936,Handball,Handball Men's Handball,Gold,N/A,N/A
Sergio Bertoni,M,ITA,1936,Football,Football Men's Football,Gold,N/A,N/A
Carlo Biagi,M,ITA,1936,Football,Football Men's Football,Gold,N/A,N/A
Bruno Bianchi,M,ITA,1936,Sailing,Sailing Mixed 8 metres,Gold,N/A,N/A
Peter Bischoff,M,GER,1936,Sailing,Sailing Mixed Two Person Keelboat,Gold,N/A,N/A
Ralph English Bishop,M,USA,1936,Basketball,Basketball Men's Basketball,Gold,N/A,N/A
Bror Erik Alvar Bladstrm,M,SWE,1936,Canoeing,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",Gold,N/A,N/A
Harriet Claiborne Bland (-Green),F,USA,1936,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,N/A,N/A
Christopher Alan Boardman,M,GBR,1936,Sailing,Sailing Mixed 6 metres,Gold,N/A,N/A
Giorgio Bocchino,M,ITA,1936,Fencing,"Fencing Men's Foil, Team",Gold,N/A,N/A
Mihly Bozsi (Bozsidarcz),M,HUN,1936,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
Jen Brandi (Brandeiski),M,HUN,1936,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
Heinz Brandt,M,GER,1936,Equestrianism,"Equestrianism Men's Jumping, Team",Gold,N/A,N/A
Julius Helmut Braselmann,M,GER,1936,Handball,Handball Men's Handball,Gold,N/A,N/A
"Wilhelm ""Willi"" Brinkmann",M,GER,1936,Handball,Handball Men's Handball,Gold,N/A,N/A
Gyrgy Brdy,M,HUN,1936,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
Arthur Godfrey Kilner Brown,M,GBR,1936,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,N/A,N/A
Giancarlo Brusati,M,ITA,1936,Fencing,"Fencing Men's epee, Team",Gold,N/A,N/A
Jan Brzk-Felix,M,TCH,1936,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold,N/A,N/A
Erna Brger,F,GER,1936,Gymnastics,Gymnastics Women's Team All-Around,Gold,N/A,N/A
Axel Vilhelm Teodor Cadier,M,SWE,1936,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold,N/A,N/A
Giulio Cappelli,M,ITA,1936,Football,Football Men's Football,Gold,N/A,N/A
"William Kenneth ""Ken"" Carpenter",M,USA,1936,Athletics,Athletics Men's Discus Throw,Gold,N/A,N/A
Oscar Casanovas,M,ARG,1936,Boxing,Boxing Men's Featherweight,Gold,N/A,N/A
Roberto Diego Lorenzo Cavanagh y Hearne,M,ARG,1936,Polo,Polo Men's Polo,Gold,N/A,N/A
Dhyan Chand Bais,M,IND,1936,Hockey,Hockey Men's Hockey,Gold,N/A,N/A
Robert Charpentier,M,FRA,1936,Cycling,"Cycling Men's Road Race, Individual",Gold,N/A,N/A
Robert Charpentier,M,FRA,1936,Cycling,"Cycling Men's Road Race, Team",Gold,N/A,N/A
Robert Charpentier,M,FRA,1936,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,N/A,N/A
Giancarlo Cornaggia-Medici Peterbelli,M,ITA,1936,Fencing,"Fencing Men's epee, Team",Gold,N/A,N/A
Ibolya Csk (-Kdr),F,HUN,1936,Athletics,Athletics Women's High Jump,Gold,N/A,N/A
Ferenc Csk (Lengvri-),M,HUN,1936,Swimming,Swimming Men's 100 metres Freestyle,Gold,N/A,N/A
Ali Iqtidar Shah Dara,M,IND,1936,Hockey,Hockey Men's Hockey,Gold,N/A,N/A
Georg Dascher,M,GER,1936,Handball,Handball Men's Handball,Gold,N/A,N/A
"Charles Ward ""Chuck"" Day",M,USA,1936,Rowing,Rowing Men's Coxed Eights,Gold,N/A,N/A
Luigi De Manincor,M,ITA,1936,Sailing,Sailing Mixed 8 metres,Gold,N/A,N/A
"Richard Kempster ""Dick"" Degener",M,USA,1936,Diving,Diving Men's Springboard,Gold,N/A,N/A
"Willemijntje ""Willy"" den Ouden (-Broms, -Jager, -Schupper)",F,NED,1936,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,N/A,N/A
Jean Sylvain Despeaux,M,FRA,1936,Boxing,Boxing Men's Middleweight,Gold,N/A,N/A
Manlio Di Rosa,M,ITA,1936,Fencing,"Fencing Men's Foil, Team",Gold,N/A,N/A
Alex Walter Diggelmann,M,SUI,1936,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",Gold,N/A,N/A
Alfons Dorfner,M,AUT,1936,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,1.63E+10,6761000
Robert Dorgebray,M,FRA,1936,Cycling,"Cycling Men's Road Race, Team",Gold,N/A,N/A
Kurt Dossin,M,GER,1936,Handball,Handball Men's Handball,Gold,N/A,N/A
Foy Draper,M,USA,1936,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,N/A,N/A
Luis Jorge Duggan Ham,M,ARG,1936,Polo,Polo Men's Polo,Gold,N/A,N/A
Gnter Oskar Dyhrenfurth,M,SUI,1936,Alpinism,Alpinism Mixed Alpinism,Gold,N/A,N/A
"Harriet Pauline ""Hettie"" Dyhrenfurth (Heyman-)",F,SUI,1936,Alpinism,Alpinism Mixed Alpinism,Gold,N/A,N/A
Rudolf Eckstein,M,GER,1936,Rowing,Rowing Men's Coxless Fours,Gold,N/A,N/A
Werner Joseph Egk (Mayer-),M,GER,1936,Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra",Gold,N/A,N/A
Willi Eichhorn,M,GER,1936,Rowing,Rowing Men's Coxless Pairs,Gold,N/A,N/A
Khadr El-Sayed El-Touni,M,EGY,1936,Weightlifting,Weightlifting Men's Middleweight,Gold,N/A,N/A
Ilona Elek-Schacherer (-Hepp),F,HUN,1936,Fencing,"Fencing Women's Foil, Individual",Gold,N/A,N/A
Lionel Charles Renwick Emmett,M,IND,1936,Hockey,Hockey Men's Hockey,Gold,N/A,N/A
Yaar Erkan,M,TUR,1936,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold,N/A,N/A
Robert Fein,M,AUT,1936,Weightlifting,Weightlifting Men's Lightweight,Gold,1.63E+10,6761000
Peter Paul Fernandes,M,IND,1936,Hockey,Hockey Men's Hockey,Gold,N/A,N/A
"Othilie ""Tilly"" Fleischer (-Heuser, -Grote)",F,GER,1936,Athletics,Athletics Women's Javelin Throw,Gold,N/A,N/A
Alfredo Foni,M,ITA,1936,Football,Football Men's Football,Gold,N/A,N/A
"Joseph Cephis ""Joe"" Fortenberry",M,USA,1936,Basketball,Basketball Men's Basketball,Gold,N/A,N/A
Konrad Frey,M,GER,1936,Gymnastics,Gymnastics Men's Team All-Around,Gold,N/A,N/A
Konrad Frey,M,GER,1936,Gymnastics,Gymnastics Men's Parallel Bars,Gold,N/A,N/A
Konrad Frey,M,GER,1936,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,N/A,N/A
Knut Hilding Fridell,M,SWE,1936,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold,N/A,N/A
Isolde Frlian,F,GER,1936,Gymnastics,Gymnastics Women's Team All-Around,Gold,N/A,N/A
Fritz Fromm,M,GER,1936,Handball,Handball Men's Handball,Gold,N/A,N/A
Annibale Frossi,M,ITA,1936,Football,Football Men's Football,Gold,N/A,N/A
Ernst Gaber,M,GER,1936,Rowing,Rowing Men's Coxed Fours,Gold,N/A,N/A
Francesco Gabriotti,M,ITA,1936,Football,Football Men's Football,Gold,N/A,N/A
"Joseph Deville Thomas ""Joe"" Galibardy",M,IND,1936,Hockey,Hockey Men's Hockey,Gold,N/A,N/A
Giulio Gaudini,M,ITA,1936,Fencing,"Fencing Men's Foil, Individual",Gold,N/A,N/A
Giulio Gaudini,M,ITA,1936,Fencing,"Fencing Men's Foil, Team",Gold,N/A,N/A
Andrs Gazzotti,M,ARG,1936,Polo,Polo Men's Polo,Gold,N/A,N/A
Aladr Gerevich (-Gerei),M,HUN,1936,Fencing,"Fencing Men's Sabre, Team",Gold,N/A,N/A
Friedrich Wilhelm Gerhard,M,GER,1936,Equestrianism,"Equestrianism Men's Dressage, Team",Gold,N/A,N/A
Marjorie Gestring (-Redlick),F,USA,1936,Diving,Diving Women's Springboard,Gold,N/A,N/A
"John Haskell ""Tex"" Gibbons",M,USA,1936,Basketball,Basketball Men's Basketball,Gold,N/A,N/A
"Ernest John ""Ernie"" Goodsir-Cullen",M,IND,1936,Hockey,Hockey Men's Hockey,Gold,N/A,N/A
Jean Goujon,M,FRA,1936,Cycling,"Cycling Men's Road Race, Team",Gold,N/A,N/A
Jean Goujon,M,FRA,1936,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,N/A,N/A
Gioacchino Guaragna,M,ITA,1936,Fencing,"Fencing Men's Foil, Team",Gold,N/A,N/A
Gerhard Gustmann,M,GER,1936,Rowing,Rowing Men's Coxed Pairs,Gold,N/A,N/A
Olivr Halassy (Haltmayer),M,HUN,1936,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
Tetsuo Hamuro,M,JPN,1936,Swimming,Swimming Men's 200 metres Breaststroke,Gold,N/A,N/A
Karl Hermann Gotthard Handrick,M,GER,1936,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold,N/A,N/A
"Hermann ""Hannes"" Hansen",M,GER,1936,Handball,Handball Men's Handball,Gold,N/A,N/A
Imre Harangi,M,HUN,1936,Boxing,Boxing Men's Lightweight,Gold,N/A,N/A
Glenn Foster Hardin,M,USA,1936,Athletics,Athletics Men's 400 metres Hurdles,Gold,N/A,N/A
Russell Thomas Harmer,M,GBR,1936,Sailing,Sailing Mixed 6 metres,Gold,N/A,N/A
Kurt Hasse,M,GER,1936,Equestrianism,"Equestrianism Men's Jumping, Individual",Gold,N/A,N/A
Kurt Hasse,M,GER,1936,Equestrianism,"Equestrianism Men's Jumping, Team",Gold,N/A,N/A
Klmn Hazai (Henszelmann),M,HUN,1936,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
Karl Hein,M,GER,1936,Athletics,Athletics Men's Hammer Throw,Gold,N/A,N/A
Erich Herrmann,M,GER,1936,Handball,Handball Men's Handball,Gold,N/A,N/A
Gunnar Mikael Hckert,M,FIN,1936,Athletics,"Athletics Men's 5,000 metres",Gold,N/A,N/A
Paul Hffer,M,GER,1936,Art Competitions,"Art Competitions Mixed Music, Compositions For Solo Or Chorus",Gold,N/A,N/A
Mrton Homonnai (Hlavacsek-),M,HUN,1936,Water Polo,Water Polo Men's Water Polo,Gold,N/A,N/A
