Name,Sex,NOC,Year,Sport,Event,Medal
Kristian Vilhelm Lange,M,DEN,1920,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
"Alfons Henri ""Rik"" Larnoe",M,BEL,1920,Football,Football Men's Football,Gold
Niels Hansen Ditlev Larsen,M,DEN,1920,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team",Gold
Anders Larsson,M,SWE,1920,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
"Willis Augustus Lee, Jr.",M,USA,1920,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold
"Willis Augustus Lee, Jr.",M,USA,1920,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Gold
"Willis Augustus Lee, Jr.",M,USA,1920,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team",Gold
"Willis Augustus Lee, Jr.",M,USA,1920,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Gold
"Willis Augustus Lee, Jr.",M,USA,1920,Shooting,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Gold
Eero Reino Lehtonen,M,FIN,1920,Athletics,Athletics Men's Pentathlon,Gold
Arthur Francis Leighton,M,GBR,1920,Hockey,Hockey Men's Hockey,Gold
Eino Aukusti Leino,M,FIN,1920,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold
Suzanne Rachel Flore Lenglen,F,FRA,1920,Tennis,Tennis Women's Singles,Gold
Suzanne Rachel Flore Lenglen,F,FRA,1920,Tennis,Tennis Mixed Doubles,Gold
Tommaso Lequio di Assaba,M,ITA,1920,Equestrianism,"Equestrianism Men's Jumping, Individual",Gold
Ambrogio Levati,M,ITA,1920,Gymnastics,Gymnastics Men's Team All-Around,Gold
Einar Liberg,M,NOR,1920,Shooting,"Shooting Men's Running Target, Single Shot, Team",Gold
Einar Liberg,M,NOR,1920,Shooting,"Shooting Men's Running Target, Double Shot, Team",Gold
Heikki Liimatainen,M,FIN,1920,Athletics,"Athletics Men's Cross-Country, Team",Gold
Ole Andreas Lilloe-Olsen,M,NOR,1920,Shooting,"Shooting Men's Running Target, Single Shot, Team",Gold
Ole Andreas Lilloe-Olsen,M,NOR,1920,Shooting,"Shooting Men's Running Target, Double Shot",Gold
Ole Andreas Lilloe-Olsen,M,NOR,1920,Shooting,"Shooting Men's Running Target, Double Shot, Team",Gold
Karl Fritz Lindahl,M,SWE,1920,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
Adolf Valentin Lindfors,M,FIN,1920,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
Karl Edmund Lindmark,M,SWE,1920,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
Robert Alexander Lindsay,M,GBR,1920,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Vivian Noverre Lockett,M,GBR,1920,Polo,Polo Men's Polo,Gold
"Frank Farmer Loomis, Jr.",M,USA,1920,Athletics,Athletics Men's 400 metres Hurdles,Gold
Francesco Loy,M,ITA,1920,Gymnastics,Gymnastics Men's Team All-Around,Gold
Helge Andreas Lvland,M,NOR,1920,Athletics,Athletics Men's Decathlon,Gold
Vittorio Lucchetti,M,ITA,1920,Gymnastics,Gymnastics Men's Team All-Around,Gold
Janne Lundblad,M,SWE,1920,Equestrianism,"Equestrianism Men's Dressage, Individual",Gold
Gsta Lundquist,M,SWE,1920,Sailing,Sailing Mixed 30 metres,Gold
"Johan August ""ge"" Lundstrm",M,SWE,1920,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
"John Crawford William ""Jack"" MacBryan",M,GBR,1920,Hockey,Hockey Men's Hockey,Gold
William John Maddison,M,GBR,1920,Sailing,Sailing Mixed 7 metres,Gold
Lars Jrgen Madsen,M,DEN,1920,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team",Gold
Svend Meulengracht Madsen (Meulengracht-Madsen-),M,DEN,1920,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
Primo Magnani,M,ITA,1920,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Luigi Maiocco,M,ITA,1920,Gymnastics,Gymnastics Men's Team All-Around,Gold
"Henry William ""Harry"" Mallin",M,GBR,1920,Boxing,Boxing Men's Middleweight,Gold
Hkan Malmrot,M,SWE,1920,Swimming,Swimming Men's 200 metres Breaststroke,Gold
Hkan Malmrot,M,SWE,1920,Swimming,Swimming Men's 400 metres Breaststroke,Gold
Ferdinando Mandrini,M,ITA,1920,Gymnastics,Gymnastics Men's Team All-Around,Gold
"Lorenzo ""Renzo"" Mangiante",M,ITA,1920,Gymnastics,Gymnastics Men's Team All-Around,Gold
Charles Sholto Wyndham Marcon,M,GBR,1920,Hockey,Hockey Men's Hockey,Gold
Peder Andreas Marinus Marcussen,M,DEN,1920,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
Antonio Marovelli,M,ITA,1920,Gymnastics,Gymnastics Men's Team All-Around,Gold
Andrea Marrazzi,M,ITA,1920,Fencing,"Fencing Men's epee, Team",Gold
Frank Hugo Martin,M,SWE,1920,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
Johan Reidar Martiniuson,M,NOR,1920,Sailing,Sailing Mixed 8 metres,Gold
Armand mile Nicolas Massard,M,FRA,1920,Fencing,"Fencing Men's epee, Individual",Gold
Michele Mastromarino,M,ITA,1920,Gymnastics,Gymnastics Men's Team All-Around,Gold
"Patrick Joseph ""Pat"" McDonald (McDonnell-)",M,USA,1920,Athletics,Athletics Men's 56-pound Weight Throw,Gold
Perry McGillivray,M,USA,1920,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
George Frederick McGrath,M,GBR,1920,Hockey,Hockey Men's Hockey,Gold
"Kathleen ""Kitty"" McKane (-Godfree)",F,GBR,1920,Tennis,Tennis Women's Doubles,Gold
Winifred Margaret McNair (Slocock-),F,GBR,1920,Tennis,Tennis Women's Doubles,Gold
Forest Waldemar McNeir,M,USA,1920,Shooting,"Shooting Men's Trap, Team",Gold
Charles Thomas Mehan,M,USA,1920,Rugby,Rugby Men's Rugby,Gold
"Teignmouth Philip ""Tim"" Melvill",M,GBR,1920,Polo,Polo Men's Polo,Gold
"Hannu Kleofas ""Hannes"" Miettinen",M,FIN,1920,Athletics,"Athletics Men's Cross-Country, Team",Gold
Edwin Archer Mills,M,GBR,1920,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Georges Monier,M,BEL,1920,Art Competitions,Art Competitions Mixed Music,Gold
"Edward Peerman ""Ed"" Moore",M,USA,1920,Rowing,Rowing Men's Coxed Eights,Gold
Bengt Morberg,M,SWE,1920,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
Helmer Fredrik Gustafsson Mrner,M,SWE,1920,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Gold
Helmer Fredrik Gustafsson Mrner,M,SWE,1920,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
"Samuel A. ""Sammy"" Mosberg",M,USA,1920,Boxing,Boxing Men's Lightweight,Gold
Halvor Olai Larsen Mgster (-Kolbeinsvik),M,NOR,1920,Sailing,Sailing Mixed 12 metres,Gold
Peter Mller,M,DEN,1920,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
"John Muldoon, Jr.",M,USA,1920,Rugby,Rugby Men's Rugby,Gold
Loren Murchison,M,USA,1920,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Joseph B. Musch,M,BEL,1920,Football,Football Men's Football,Gold
"Joonas ""Jonni"" Myyr",M,FIN,1920,Athletics,Athletics Men's Javelin Throw,Gold
Aldo Nadi,M,ITA,1920,Fencing,"Fencing Men's Foil, Team",Gold
Aldo Nadi,M,ITA,1920,Fencing,"Fencing Men's epee, Team",Gold
Aldo Nadi,M,ITA,1920,Fencing,"Fencing Men's Sabre, Team",Gold
Nedo Nadi,M,ITA,1920,Fencing,"Fencing Men's Foil, Individual",Gold
Nedo Nadi,M,ITA,1920,Fencing,"Fencing Men's Foil, Team",Gold
Nedo Nadi,M,ITA,1920,Fencing,"Fencing Men's epee, Team",Gold
Nedo Nadi,M,ITA,1920,Fencing,"Fencing Men's Sabre, Individual",Gold
Nedo Nadi,M,ITA,1920,Fencing,"Fencing Men's Sabre, Team",Gold
Harald Natvig,M,NOR,1920,Shooting,"Shooting Men's Running Target, Single Shot, Team",Gold
Harald Natvig,M,NOR,1920,Shooting,"Shooting Men's Running Target, Double Shot, Team",Gold
Alfred Karl Neuland (Neiland-),M,EST,1920,Weightlifting,Weightlifting Men's Lightweight,Gold
Raniero Nicolai,M,ITA,1920,Art Competitions,Art Competitions Mixed Literature,Gold
Anders Peter Nielsen,M,DEN,1920,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team",Gold
Ingar H. Nielsen,M,NOR,1920,Sailing,Sailing Mixed 10 metres,Gold
Elmer Konstantin Niklander,M,FIN,1920,Athletics,Athletics Men's Discus Throw,Gold
Fernand Marie Nisot,M,BEL,1920,Football,Football Men's Football,Gold
Hans Theodor Nordvik (Torbergsen-),M,NOR,1920,Shooting,"Shooting Men's Running Target, Single Shot, Team",Gold
Hans Theodor Nordvik (Torbergsen-),M,NOR,1920,Shooting,"Shooting Men's Running Target, Double Shot, Team",Gold
Lars Daniel Norling,M,SWE,1920,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
"Lawrence Adam ""Larry"" Nuesslein",M,USA,1920,Shooting,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",Gold
"Lawrence Adam ""Larry"" Nuesslein",M,USA,1920,Shooting,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Gold
Paavo Johannes Nurmi,M,FIN,1920,Athletics,"Athletics Men's 10,000 metres",Gold
Paavo Johannes Nurmi,M,FIN,1920,Athletics,"Athletics Men's Cross-Country, Individual",Gold
Paavo Johannes Nurmi,M,FIN,1920,Athletics,"Athletics Men's Cross-Country, Team",Gold
Ercole Olgeni,M,ITA,1920,Rowing,Rowing Men's Coxed Pairs,Gold
Abelardo Olivier,M,ITA,1920,Fencing,"Fencing Men's Foil, Team",Gold
Abelardo Olivier,M,ITA,1920,Fencing,"Fencing Men's epee, Team",Gold
Kristoffer Olsen,M,NOR,1920,Sailing,Sailing Mixed 8 metres,Gold
Otto Martin Olsen,M,NOR,1920,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres",Gold
Otto Martin Olsen,M,NOR,1920,Shooting,"Shooting Men's Running Target, Single Shot",Gold
Otto Martin Olsen,M,NOR,1920,Shooting,"Shooting Men's Running Target, Single Shot, Team",Gold
Steen Lerche Olsen (-Lerkentorp),M,DEN,1920,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
John Thomas O'Neil,M,USA,1920,Rugby,Rugby Men's Rugby,Gold
Erik rvig,M,NOR,1920,Sailing,Sailing Mixed 12 metres,Gold
Olaf rvig,M,NOR,1920,Sailing,Sailing Mixed 12 metres,Gold
Thor rvig,M,NOR,1920,Sailing,Sailing Mixed 12 metres,Gold
Carl Townsend Osburn,M,USA,1920,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold
Carl Townsend Osburn,M,USA,1920,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Gold
Carl Townsend Osburn,M,USA,1920,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres",Gold
Carl Townsend Osburn,M,USA,1920,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Gold
Henrik Olsen stervold (Austevold-),M,NOR,1920,Sailing,Sailing Mixed 12 metres,Gold
Jan Olsen stervold (Austevold-),M,NOR,1920,Sailing,Sailing Mixed 12 metres,Gold
Kristian (-Christian) Johan stervold (Austevold-),M,NOR,1920,Sailing,Sailing Mixed 12 metres,Gold
Ole Olai Olsen stervold (Austevold-),M,NOR,1920,Sailing,Sailing Mixed 12 metres,Gold
"Jan Joseph ""Joep"" Packbiers",M,NED,1920,Archery,"Archery Men's Target Archery, 28 metres, Team",Gold
"Charles William ""Charley"" Paddock",M,USA,1920,Athletics,Athletics Men's 100 metres,Gold
"Charles William ""Charley"" Paddock",M,USA,1920,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Guilherme Paraense,M,BRA,1920,Shooting,"Shooting Men's Military Pistol, 30 metres",Gold
Giuseppe Paris,M,ITA,1920,Gymnastics,Gymnastics Men's Team All-Around,Gold
Manlio Pastorini,M,ITA,1920,Gymnastics,Gymnastics Men's Team All-Around,Gold
"John Clarence ""Jack"" Patrick",M,USA,1920,Rugby,Rugby Men's Rugby,Gold
"William ""Bill"" Peacock",M,GBR,1920,Water Polo,Water Polo Men's Water Polo,Gold
Christian Mller Pedersen,M,DEN,1920,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
"Mouritius Prosper ""Maurice"" Peeters",M,NED,1920,Cycling,Cycling Men's Sprint,Gold
Frans Holger Persson,M,SWE,1920,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
Anders Martinus Petersen,M,DEN,1920,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team",Gold
Reinhold William Eugen Petersson (-Bjrneman),M,SWE,1920,Athletics,Athletics Men's Long Jump,Gold
"Clarence Elmer ""Bud"" Pinkston",M,USA,1920,Diving,Diving Men's Platform,Gold
"Frans Wilhelm ""Ville"" Prhl (Horneman-)",M,FIN,1920,Athletics,Athletics Men's Shot Put,Gold
Oreste Puliti,M,ITA,1920,Fencing,"Fencing Men's Foil, Team",Gold
Oreste Puliti,M,ITA,1920,Fencing,"Fencing Men's Sabre, Team",Gold
Noel Mary Joseph Purcell,M,GBR,1920,Water Polo,Water Polo Men's Water Polo,Gold
"Paolo Francesco ""Paul""  Radmilovic",M,GBR,1920,Water Polo,Water Polo Men's Water Polo,Gold
Eino Rastas,M,FIN,1920,Athletics,"Athletics Men's Cross-Country, Team",Gold
"Ronald Rawson ""Ron"" Rawson",M,GBR,1920,Boxing,Boxing Men's Heavyweight,Gold
Louis Bosman Raymond,M,RSA,1920,Tennis,Tennis Men's Singles,Gold
Egill Reimers,M,NOR,1920,Sailing,Sailing Mixed 12 metres,Gold
Aileen Muriel Riggin (-Soule),F,USA,1920,Diving,Diving Women's Springboard,Gold
Cornelius Erwin Righter,M,USA,1920,Rugby,Rugby Men's Rugby,Gold
"Carl August Ringvold, Sr.",M,NOR,1920,Sailing,Sailing Mixed 8 metres,Gold
Ezio Roselli,M,ITA,1920,Gymnastics,Gymnastics Men's Team All-Around,Gold
Norman DeMille Ross,M,USA,1920,Swimming,Swimming Men's 400 metres Freestyle,Gold
Norman DeMille Ross,M,USA,1920,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
Norman DeMille Ross,M,USA,1920,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Robert Roth,M,SUI,1920,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
Arthur Dale Rothrock,M,USA,1920,Shooting,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Gold
Ingolf Richard Rd,M,NOR,1920,Sailing,Sailing Mixed 6 metres,Gold
Hans Stig Trappaud Rnne,M,DEN,1920,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
Bevil Gordon d'Urban Rudd,M,RSA,1920,Athletics,Athletics Men's 400 metres,Gold
Max Rudolf,M,SUI,1920,Rowing,Rowing Men's Coxed Fours,Gold
Paul F. Rudolf,M,SUI,1920,Rowing,Rowing Men's Coxed Fours,Gold
Harry Edgar Ryan,M,GBR,1920,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
"Patrick James ""Paddy"" Ryan",M,USA,1920,Athletics,Athletics Men's Hammer Throw,Gold
Axel Valentin Rydin,M,SWE,1920,Sailing,Sailing Mixed 40 metres,Gold
Luigi Paolo Salvi,M,ITA,1920,Gymnastics,Gymnastics Men's Team All-Around,Gold
"Alden Reamer ""Zeke"" Sanborn",M,USA,1920,Rowing,Rowing Men's Coxed Eights,Gold
Giorgio Leslie Santelli,M,ITA,1920,Fencing,"Fencing Men's Sabre, Team",Gold
Klas Johan Gustaf Srner,M,SWE,1920,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
Erik Stter-Lassen,M,DEN,1920,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team",Gold
Giovanni Scatturin,M,ITA,1920,Rowing,Rowing Men's Coxed Pairs,Gold
Arlie Alfred Schardt,M,USA,1920,Athletics,"Athletics Men's 3,000 metres, Team",Gold
Halfdan Schjtt,M,NOR,1920,Sailing,Sailing Mixed 10 metres,Gold
Trygve Schjtt,M,NOR,1920,Sailing,Sailing Mixed 10 metres,Gold
"Julius Gustav Albert ""Bert"" Schneider",M,CAN,1920,Boxing,Boxing Men's Welterweight,Gold
Jackson Volney Scholz,M,USA,1920,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
"Rudolph John ""Rudy"" Scholz",M,USA,1920,Rugby,Rugby Men's Rugby,Gold
Ollie Martin Schriver,M,USA,1920,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team",Gold
Ollie Martin Schriver,M,USA,1920,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Gold
Ollie Martin Schriver,M,USA,1920,Shooting,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Gold
Frances Cowells Schroth,F,USA,1920,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Arne Nannestad Sejersted,M,NOR,1920,Sailing,Sailing Mixed 10 metres,Gold
John Sewell,M,GBR,1920,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
John James Shepherd,M,GBR,1920,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
"Marion Lawrence ""Larry"" Shields",M,USA,1920,Athletics,"Athletics Men's 3,000 metres, Team",Gold
Stanley Howard Shoveller,M,GBR,1920,Hockey,Hockey Men's Hockey,Gold
Curt Josef Sjberg,M,SWE,1920,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
"Colby Edmund ""Babe"" Slater",M,USA,1920,Rugby,Rugby Men's Rugby,Gold
Charles Sydney Smith,M,GBR,1920,Water Polo,Water Polo Men's Water Polo,Gold
William Faulder Smith,M,GBR,1920,Hockey,Hockey Men's Hockey,Gold
James Howard Snook,M,USA,1920,Shooting,"Shooting Men's Military Pistol, Team",Gold
James Howard Snook,M,USA,1920,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Gold
Erik Gunnar Engelbrekt Sderlindh,M,SWE,1920,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
John Emil Srenson,M,SWE,1920,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
Alphonse Achille Souchard,M,FRA,1920,Cycling,"Cycling Men's Road Race, Team",Gold
Rino Harry Charles Srensen,M,DEN,1920,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
Ole Srensen,M,NOR,1920,Sailing,Sailing Mixed 10 metres,Gold
Pietro Speciale,M,ITA,1920,Fencing,"Fencing Men's Foil, Team",Gold
Lloyd Spencer Spooner,M,USA,1920,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold
Lloyd Spencer Spooner,M,USA,1920,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Gold
Lloyd Spencer Spooner,M,USA,1920,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team",Gold
Lloyd Spencer Spooner,M,USA,1920,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Gold
Paul Staub,M,SUI,1920,Rowing,Rowing Men's Coxed Fours,Gold
Rolf Steffenburg,M,SWE,1920,Sailing,Sailing Mixed 30 metres,Gold
Erik Harry Stenqvist,M,SWE,1920,Cycling,"Cycling Men's Road Race, Individual",Gold
"Harold Joseph ""Harry"" Stiff",M,GBR,1920,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Hans Henrik Stoermann-Nss,M,NOR,1920,Sailing,Sailing Mixed 12 metres,Gold
Alf Erik Gillis Svensn,M,SWE,1920,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
Armand Joseph Antoine Alexis Swartenbroecks,M,BEL,1920,Football,Football Men's Football,Gold
"Robert Lyman ""Dink"" Templeton",M,USA,1920,Rugby,Rugby Men's Rugby,Gold
Georg Henrik Tengvall,M,SWE,1920,Sailing,Sailing Mixed 40 metres,Gold
Rodolfo Terlizzi,M,ITA,1920,Fencing,"Fencing Men's Foil, Team",Gold
Paolo Ignazio Maria Thaon Di Revel,M,ITA,1920,Fencing,"Fencing Men's epee, Team",Gold
"Adrianus Cornelis ""Janus"" Theeuwes",M,NED,1920,Archery,"Archery Men's Target Archery, 28 metres, Team",Gold
Christian Richard Thomas,M,DEN,1920,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
"Earl John ""Tommy"" Thomson",M,CAN,1920,Athletics,Athletics Men's 110 metres Hurdles,Gold
Ernest Arthur Thorne,M,GBR,1920,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
"Charles Lee Tilden, Jr.",M,USA,1920,Rugby,Rugby Men's Rugby,Gold
Tor Gsta Alexander Trner,M,SWE,1920,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
Frank Merlin Troeh,M,USA,1920,Shooting,"Shooting Men's Trap, Team",Gold
Giovanni Battista Tubino,M,ITA,1920,Gymnastics,Gymnastics Men's Team All-Around,Gold
Niels Christian Congo Turin-Nielsen,M,DEN,1920,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
Oswald Graham Noel Turnbull,M,GBR,1920,Tennis,Tennis Men's Doubles,Gold
"Vilho Immanuel ""Ville"" Tuulos",M,FIN,1920,Athletics,Athletics Men's Triple Jump,Gold
Dino Urbani,M,ITA,1920,Fencing,"Fencing Men's epee, Team",Gold
Dino Urbani,M,ITA,1920,Fencing,"Fencing Men's Sabre, Team",Gold
Louis Van Beeck,M,BEL,1920,Archery,"Archery Men's Target Archery, 33 metres, Team",Gold
Louis Van Beeck,M,BEL,1920,Archery,"Archery Men's Target Archery, 50 metres, Team",Gold
"Hendrikus ""Driekske"" van Bussel",M,NED,1920,Archery,"Archery Men's Target Archery, 28 metres, Team",Gold
Louis Van De Perck,M,BEL,1920,Archery,"Archery Men's Pole Archery, Small Birds, Team",Gold
Louis Van De Perck,M,BEL,1920,Archery,"Archery Men's Pole Archery, Large Birds, Team",Gold
Auguste Van De Verre,M,BEL,1920,Archery,"Archery Men's Pole Archery, Small Birds, Team",Gold
Auguste Van De Verre,M,BEL,1920,Archery,"Archery Men's Pole Archery, Large Birds, Team",Gold
"Johannes Jacobus ""Jo"" van Gastel, Jr.",M,NED,1920,Archery,"Archery Men's Target Archery, 28 metres, Team",Gold
"Jan Baptist Jozef ""Tiest"" van Gestel",M,NED,1920,Archery,"Archery Men's Target Archery, 28 metres, Team",Gold
Louis Marie Van Hege,M,BEL,1920,Football,Football Men's Football,Gold
Gerard Theodor Hubert Van Innis,M,BEL,1920,Archery,"Archery Men's Target Archery, 28 metres, Individual",Gold
Gerard Theodor Hubert Van Innis,M,BEL,1920,Archery,"Archery Men's Target Archery, 33 metres, Individual",Gold
Gerard Theodor Hubert Van Innis,M,BEL,1920,Archery,"Archery Men's Target Archery, 33 metres, Team",Gold
Gerard Theodor Hubert Van Innis,M,BEL,1920,Archery,"Archery Men's Target Archery, 50 metres, Team",Gold
"Adrianus ""Janus"" van Merrienboer",M,NED,1920,Archery,"Archery Men's Target Archery, 28 metres, Team",Gold
Edmond Van Moer,M,BEL,1920,Archery,"Archery Men's Pole Archery, Small Birds, Individual",Gold
Edmond Van Moer,M,BEL,1920,Archery,"Archery Men's Pole Archery, Small Birds, Team",Gold
Edmond Van Moer,M,BEL,1920,Archery,"Archery Men's Pole Archery, Large Birds, Team",Gold
Van Ranst,M,BEL,1920,Equestrianism,"Equestrianism Men's Vaulting, Team",Gold
Pierre Van Thielt,M,BEL,1920,Archery,"Archery Men's Target Archery, 33 metres, Team",Gold
Pierre Van Thielt,M,BEL,1920,Archery,"Archery Men's Target Archery, 50 metres, Team",Gold
Emil Ernst Vre (-Viln),M,FIN,1920,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
Oscar Andr Verbeeck,M,BEL,1920,Football,Football Men's Football,Gold
Knud Frederik Rasmus Vermehren,M,DEN,1920,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
Ilmari Vesamaa,M,FIN,1920,Athletics,"Athletics Men's Cross-Country, Team",Gold
Ragnar Magne Vik (Wik-),M,NOR,1920,Sailing,Sailing Mixed 8 metres,Gold
Georg Gustaf Wilhelm von Braun,M,SWE,1920,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
